id,diam,pitch,pitch_diam_d2,minor_diam_d1,minor_diam_d3
150,43.5,0.5,43.17524047,42.95873412,42.88656534
151,44,1.5,43.02572142,42.37620237,42.15969602
152,44,1,43.35048095,42.91746825,42.77313068
153,44,0.75,43.51286071,43.18810118,43.07984801
154,44,0.5,43.67524047,43.45873412,43.38656534
155,44.5,0.5,44.17524047,43.95873412,43.88656534
156,45,0.75,44.51286071,44.18810118,44.07984801
157,45,0.5,44.67524047,44.45873412,44.38656534
158,45.5,0.5,45.17524047,44.95873412,44.88656534
159,46,1.5,45.02572142,44.37620237,44.15969602
160,46,1,45.35048095,44.91746825,44.77313068
161,46,0.75,45.51286071,45.18810118,45.07984801
162,46,0.5,45.67524047,45.45873412,45.38656534
163,46.5,0.5,46.17524047,45.95873412,45.88656534
164,47,1.5,46.02572142,45.37620237,45.15969602
165,47,0.75,46.51286071,46.18810118,46.07984801
166,47,0.5,46.67524047,46.45873412,46.38656534
167,47.5,0.5,47.17524047,46.95873412,46.88656534
168,48,0.75,47.51286071,47.18810118,47.07984801
169,48,0.5,47.67524047,47.45873412,47.38656534
170,48.5,0.5,48.17524047,47.95873412,47.88656534
171,49,1.5,48.02572142,47.37620237,47.15969602
172,49,0.75,48.51286071,48.18810118,48.07984801
173,49,0.5,48.67524047,48.45873412,48.38656534
174,49.5,0.75,49.01286071,48.68810118,48.57984801
175,49.5,0.5,49.17524047,48.95873412,48.88656534
176,50,1,49.35048095,48.91746825,48.77313068
177,50,0.75,49.51286071,49.18810118,49.07984801
178,50,0.5,49.67524047,49.45873412,49.38656534
179,50.5,0.5,50.17524047,49.95873412,49.88656534
180,51,1.5,50.02572142,49.37620237,49.15969602
181,51,1,50.35048095,49.91746825,49.77313068
182,51,0.75,50.51286071,50.18810118,50.07984801
183,51,0.5,50.67524047,50.45873412,50.38656534
184,51.5,0.75,51.01286071,50.68810118,50.57984801
185,51.5,0.5,51.17524047,50.95873412,50.88656534
186,52,0.75,51.51286071,51.18810118,51.07984801
187,52,0.5,51.67524047,51.45873412,51.38656534
188,52.5,0.75,52.01286071,51.68810118,51.57984801
189,52.5,0.5,52.17524047,51.95873412,51.88656534
190,53,1,52.35048095,51.91746825,51.77313068
191,53,0.75,52.51286071,52.18810118,52.07984801
192,53,0.5,52.67524047,52.45873412,52.38656534
193,53.5,0.5,53.17524047,52.95873412,52.88656534
194,54,1,53.35048095,52.91746825,52.77313068
195,54,0.75,53.51286071,53.18810118,53.07984801
196,54,0.5,53.67524047,53.45873412,53.38656534
197,54.5,0.75,54.01286071,53.68810118,53.57984801
198,54.5,0.5,54.17524047,53.95873412,53.88656534
199,55,1,54.35048095,53.91746825,53.77313068
200,55,0.75,54.51286071,54.18810118,54.07984801
201,55,0.5,54.67524047,54.45873412,54.38656534
202,56,0.75,55.51286071,55.18810118,55.07984801
203,56,0.5,55.67524047,55.45873412,55.38656534
204,57,1,56.35048095,55.91746825,55.77313068
205,57,0.75,56.51286071,56.18810118,56.07984801
206,57,0.5,56.67524047,56.45873412,56.38656534
207,58,1,57.35048095,56.91746825,56.77313068
208,58,0.75,57.51286071,57.18810118,57.07984801
209,58,0.5,57.67524047,57.45873412,57.38656534
210,59,1,58.35048095,57.91746825,57.77313068
211,59,0.75,58.51286071,58.18810118,58.07984801
212,59,0.5,58.67524047,58.45873412,58.38656534
213,60,0.75,59.51286071,59.18810118,59.07984801
214,60,0.5,59.67524047,59.45873412,59.38656534
215,61,1,60.35048095,59.91746825,59.77313068
216,61,0.75,60.51286071,60.18810118,60.07984801
217,62,1,61.35048095,60.91746825,60.77313068
218,62,0.75,61.51286071,61.18810118,61.07984801
219,63,1.5,62.02572142,61.37620237,61.15969602
220,63,1,62.35048095,61.91746825,61.77313068
221,63,0.75,62.51286071,62.18810118,62.07984801
222,64,0.75,63.51286071,63.18810118,63.07984801
223,65,1,64.35048095,63.91746825,63.77313068
224,65,0.75,64.51286071,64.18810118,64.07984801
225,66,1,65.35048095,64.91746825,64.77313068
226,66,0.75,65.51286071,65.18810118,65.07984801
227,67,1,66.35048095,65.91746825,65.77313068
228,67,0.75,66.51286071,66.18810118,66.07984801
229,68,0.75,67.51286071,67.18810118,67.07984801
230,69,1,68.35048095,67.91746825,67.77313068
231,69,0.75,68.51286071,68.18810118,68.07984801
232,70,1,69.35048095,68.91746825,68.77313068
233,70,0.75,69.51286071,69.18810118,69.07984801
234,71,1,70.35048095,69.91746825,69.77313068
235,71,0.75,70.51286071,70.18810118,70.07984801
236,72,0.75,71.51286071,71.18810118,71.07984801
237,73,1,72.35048095,71.91746825,71.77313068
238,73,0.75,72.51286071,72.18810118,72.07984801
239,74,1,73.35048095,72.91746825,72.77313068
240,74,0.75,73.51286071,73.18810118,73.07984801
241,75,1,74.35048095,73.91746825,73.77313068
242,75,0.75,74.51286071,74.18810118,74.07984801
243,76,0.75,75.51286071,75.18810118,75.07984801
244,77,1,76.35048095,75.91746825,75.77313068
245,77,0.75,76.51286071,76.18810118,76.07984801
246,78,1.5,77.02572142,76.37620237,76.15969602
247,78,1,77.35048095,76.91746825,76.77313068
248,78,0.75,77.51286071,77.18810118,77.07984801
249,79,1,78.35048095,77.91746825,77.77313068
250,79,0.75,78.51286071,78.18810118,78.07984801
251,80,0.75,79.51286071,79.18810118,79.07984801
252,81,1,80.35048095,79.91746825,79.77313068
253,81,0.75,80.51286071,80.18810118,80.07984801
254,82,1.5,81.02572142,80.37620237,80.15969602
255,82,1,81.35048095,80.91746825,80.77313068
256,82,0.75,81.51286071,81.18810118,81.07984801
257,83,1,82.35048095,81.91746825,81.77313068
258,83,0.75,82.51286071,82.18810118,82.07984801
259,84,1,83.35048095,82.91746825,82.77313068
260,84,0.75,83.51286071,83.18810118,83.07984801
261,85,1,84.35048095,83.91746825,83.77313068
262,85,0.75,84.51286071,84.18810118,84.07984801
263,86,1,85.35048095,84.91746825,84.77313068
264,86,0.75,85.51286071,85.18810118,85.07984801
265,87,1,86.35048095,85.91746825,85.77313068
266,87,0.75,86.51286071,86.18810118,86.07984801
267,88,1.5,87.02572142,86.37620237,86.15969602
268,88,1,87.35048095,86.91746825,86.77313068
269,88,0.75,87.51286071,87.18810118,87.07984801
270,89,1,88.35048095,87.91746825,87.77313068
271,89,0.75,88.51286071,88.18810118,88.07984801
272,90,1,89.35048095,88.91746825,88.77313068
273,90,0.75,89.51286071,89.18810118,89.07984801
274,91,1,90.35048095,89.91746825,89.77313068
275,91,0.75,90.51286071,90.18810118,90.07984801
276,92,1.5,91.02572142,90.37620237,90.15969602
277,92,1,91.35048095,90.91746825,90.77313068
278,92,0.75,91.51286071,91.18810118,91.07984801
279,93,1,92.35048095,91.91746825,91.77313068
280,93,0.75,92.51286071,92.18810118,92.07984801
281,94,1,93.35048095,92.91746825,92.77313068
282,94,0.75,93.51286071,93.18810118,93.07984801
283,95,1,94.35048095,93.91746825,93.77313068
284,95,0.75,94.51286071,94.18810118,94.07984801
285,96,1,95.35048095,94.91746825,94.77313068
286,96,0.75,95.51286071,95.18810118,95.07984801
287,97,1,96.35048095,95.91746825,95.77313068
288,97,0.75,96.51286071,96.18810118,96.07984801
289,98,1.5,97.02572142,96.37620237,96.15969602
290,98,1,97.35048095,96.91746825,96.77313068
291,98,0.75,97.51286071,97.18810118,97.07984801
292,99,1,98.35048095,97.91746825,97.77313068
293,99,0.75,98.51286071,98.18810118,98.07984801
294,100,1,99.35048095,98.91746825,98.77313068
295,100,0.75,99.51286071,99.18810118,99.07984801
296,101,1,100.3504809,99.91746825,99.77313068
297,101,0.75,100.5128607,100.1881012,100.079848
298,102,1.5,101.0257214,100.3762024,100.159696
299,102,1,101.3504809,100.9174682,100.7731307
300,102,0.75,101.5128607,101.1881012,101.079848
301,103,1,102.3504809,101.9174682,101.7731307
302,103,0.75,102.5128607,102.1881012,102.079848
303,104,1,103.3504809,102.9174682,102.7731307
304,104,0.75,103.5128607,103.1881012,103.079848
305,105,1,104.3504809,103.9174682,103.7731307
306,105,0.75,104.5128607,104.1881012,104.079848
307,106,1,105.3504809,104.9174682,104.7731307
308,106,0.75,105.5128607,105.1881012,105.079848
309,108,1.5,107.0257214,106.3762024,106.159696
310,108,1,107.3504809,106.9174682,106.7731307
311,108,0.75,107.5128607,107.1881012,107.079848
312,110,1,109.3504809,108.9174682,108.7731307
313,110,0.75,109.5128607,109.1881012,109.079848
314,112,1.5,111.0257214,110.3762024,110.159696
315,112,1,111.3504809,110.9174682,110.7731307
316,114,1,113.3504809,112.9174682,112.7731307
317,115,1,114.3504809,113.9174682,113.7731307
318,116,1,115.3504809,114.9174682,114.7731307
319,118,1.5,117.0257214,116.3762024,116.159696
320,118,1,117.3504809,116.9174682,116.7731307
321,120,1,119.3504809,118.9174682,118.7731307
322,122,1.5,121.0257214,120.3762024,120.159696
323,122,1,121.3504809,120.9174682,120.7731307
324,125,1,124.3504809,123.9174682,123.7731307
325,128,1.5,127.0257214,126.3762024,126.159696
326,128,1,127.3504809,126.9174682,126.7731307
327,130,1,129.3504809,128.9174682,128.7731307
328,132,1.5,131.0257214,130.3762024,130.159696
329,132,1,131.3504809,130.9174682,130.7731307
330,135,1,134.3504809,133.9174682,133.7731307
331,138,1.5,137.0257214,136.3762024,136.159696
332,138,1,137.3504809,136.9174682,136.7731307
333,140,1,139.3504809,138.9174682,138.7731307
334,142,1.5,141.0257214,140.3762024,140.159696
335,142,1,141.3504809,140.9174682,140.7731307
336,145,1,144.3504809,143.9174682,143.7731307
337,148,1.5,147.0257214,146.3762024,146.159696
338,148,1,147.3504809,146.9174682,146.7731307
339,150,1,149.3504809,148.9174682,148.7731307
340,152,1.5,151.0257214,150.3762024,150.159696
341,155,1.5,154.0257214,153.3762024,153.159696
342,158,1.5,157.0257214,156.3762024,156.159696
343,160,1.5,159.0257214,158.3762024,158.159696
344,162,1.5,161.0257214,160.3762024,160.159696
345,165,1.5,164.0257214,163.3762024,163.159696
346,168,1.5,167.0257214,166.3762024,166.159696
347,170,1.5,169.0257214,168.3762024,168.159696
348,172,1.5,171.0257214,170.3762024,170.159696
349,175,1.5,174.0257214,173.3762024,173.159696
350,178,1.5,177.0257214,176.3762024,176.159696
351,180,1.5,179.0257214,178.3762024,178.159696
352,182,1.5,181.0257214,180.3762024,180.159696
353,185,1.5,184.0257214,183.3762024,183.159696
354,188,1.5,187.0257214,186.3762024,186.159696
355,190,1.5,189.0257214,188.3762024,188.159696
356,192,1.5,191.0257214,190.3762024,190.159696
357,195,1.5,194.0257214,193.3762024,193.159696
358,198,1.5,197.0257214,196.3762024,196.159696
359,200,1.5,199.0257214,198.3762024,198.159696
360,202,2,200.7009619,199.8349365,199.5462614
361,205,2,203.7009619,202.8349365,202.5462614
362,208,2,206.7009619,205.8349365,205.5462614
363,210,2,208.7009619,207.8349365,207.5462614
364,212,2,210.7009619,209.8349365,209.5462614
365,215,2,213.7009619,212.8349365,212.5462614
366,218,2,216.7009619,215.8349365,215.5462614
367,220,2,218.7009619,217.8349365,217.5462614
368,222,2,220.7009619,219.8349365,219.5462614
369,225,2,223.7009619,222.8349365,222.5462614
370,228,2,226.7009619,225.8349365,225.5462614
371,230,2,228.7009619,227.8349365,227.5462614
372,232,2,230.7009619,229.8349365,229.5462614
373,235,2,233.7009619,232.8349365,232.5462614
374,238,2,236.7009619,235.8349365,235.5462614
375,240,2,238.7009619,237.8349365,237.5462614
376,242,2,240.7009619,239.8349365,239.5462614
377,245,2,243.7009619,242.8349365,242.5462614
378,248,2,246.7009619,245.8349365,245.5462614
379,250,2,248.7009619,247.8349365,247.5462614
380,252,2,250.7009619,249.8349365,249.5462614
381,255,2,253.7009619,252.8349365,252.5462614
382,258,2,256.7009619,255.8349365,255.5462614
383,260,2,258.7009619,257.8349365,257.5462614
384,262,2,260.7009619,259.8349365,259.5462614
385,265,2,263.7009619,262.8349365,262.5462614
386,268,2,266.7009619,265.8349365,265.5462614
387,270,2,268.7009619,267.8349365,267.5462614
388,272,2,270.7009619,269.8349365,269.5462614
389,275,2,273.7009619,272.8349365,272.5462614
390,278,2,276.7009619,275.8349365,275.5462614
391,280,2,278.7009619,277.8349365,277.5462614
392,282,2,280.7009619,279.8349365,279.5462614
393,285,2,283.7009619,282.8349365,282.5462614
394,288,2,286.7009619,285.8349365,285.5462614
395,290,2,288.7009619,287.8349365,287.5462614
396,292,2,290.7009619,289.8349365,289.5462614
397,295,2,293.7009619,292.8349365,292.5462614
398,298,2,296.7009619,295.8349365,295.5462614
399,300,2,298.7009619,297.8349365,297.5462614
400,302,2,300.7009619,299.8349365,299.5462614
401,305,2,303.7009619,302.8349365,302.5462614
402,308,2,306.7009619,305.8349365,305.5462614
403,310,2,308.7009619,307.8349365,307.5462614
404,312,2,310.7009619,309.8349365,309.5462614
405,315,2,313.7009619,312.8349365,312.5462614
406,318,2,316.7009619,315.8349365,315.5462614
407,320,2,318.7009619,317.8349365,317.5462614
408,322,2,320.7009619,319.8349365,319.5462614
409,325,2,323.7009619,322.8349365,322.5462614
410,328,2,326.7009619,325.8349365,325.5462614
411,330,2,328.7009619,327.8349365,327.5462614
412,332,2,330.7009619,329.8349365,329.5462614
413,335,2,333.7009619,332.8349365,332.5462614
414,338,2,336.7009619,335.8349365,335.5462614
415,340,2,338.7009619,337.8349365,337.5462614
416,342,2,340.7009619,339.8349365,339.5462614
417,345,2,343.7009619,342.8349365,342.5462614
418,348,2,346.7009619,345.8349365,345.5462614
419,350,2,348.7009619,347.8349365,347.5462614
420,352,2,350.7009619,349.8349365,349.5462614
421,355,2,353.7009619,352.8349365,352.5462614
422,358,2,356.7009619,355.8349365,355.5462614
423,360,2,358.7009619,357.8349365,357.5462614
424,362,2,360.7009619,359.8349365,359.5462614
425,365,2,363.7009619,362.8349365,362.5462614
426,368,2,366.7009619,365.8349365,365.5462614
427,370,2,368.7009619,367.8349365,367.5462614
428,372,2,370.7009619,369.8349365,369.5462614
429,375,2,373.7009619,372.8349365,372.5462614
430,378,2,376.7009619,375.8349365,375.5462614
431,380,2,378.7009619,377.8349365,377.5462614
432,382,2,380.7009619,379.8349365,379.5462614
433,385,2,383.7009619,382.8349365,382.5462614
434,388,2,386.7009619,385.8349365,385.5462614
435,390,2,388.7009619,387.8349365,387.5462614
436,392,2,390.7009619,389.8349365,389.5462614
437,395,2,393.7009619,392.8349365,392.5462614
438,398,2,396.7009619,395.8349365,395.5462614
439,400,2,398.7009619,397.8349365,397.5462614
